License_ID,Customer_ID,Vendor_ID,Product_ID,Number_of_quantities_purchased,Number_of_quantities_activated,Percentage_of_quantities_deployed,Days_since_last_quantity_purchased,Days_since_last_quantity_activated,Avg_gap_in_quantity_purchase,Avg_gap_in_quantity_activated,Direction_Trend_purchased_quantities,Direction_Trend_activated_quantities,Direction_Trend_deployed_quantities,Deployment_Type,Days_since_first_quantity_purchased,Days_since_first_activation,Avg_gap_Purchase_to_Activation,Frequency_of_Product_Purchase,Recency_of_product_purchase,Variants,Subscription_period_derived,Contract_Value,License_Start_Date,License_End_Date,Renewal_Status,Payment_Status,Support_Tickets,Satisfaction_Score,Churn_Risk,Usage_Frequency,Last_Login,Feature_Utilization,Integration_Count,Custom_Configuration,Training_Sessions,Upgrade_History,Downgrade_History,Relative_number_of_products_purchased_from_catalogue,Relative_purchases_qty,Relative_activation_qty,Relative_activation_percentage,Relative_Activated_Variant_percentage,Relative_variant_activation_quantity
L002877,C00384,V0039,P00214,44.0,40.0,,1799.0,1769.0,0.0,0.0,Flat,Flat,Flat,Development,1799.0,1769.0,30.0,1.0,1799.0,,365.0,4796.0,2020-01-28,2021-01-27,Cancelled,Pending,2.0,4.0,High,Monthly,2023-12-13,31.0,3.0,True,1.0,1.0,0.0,10.583941605839415,0.8425890463423975,0.9122006841505131,90.9090909090909,20.0,0.9122006841505131
L002878,C00384,V0039,P00213,250.0,214.0,62.8,483.0,481.0,61.0,60.666666666666664,Upward,Upward,Upward,Production,666.0,663.0,3.75,4.0,483.0,"V1,V1",90.0,122750.0,2023-03-06,2023-12-04,Cancelled,Pending,9.0,9.0,High,Daily,2024-12-22,65.0,4.0,True,0.0,2.0,0.0,10.583941605839415,4.787437763309077,4.880273660205245,85.6,40.0,4.880273660205245
L002879,C00384,V0039,P00217,212.0,173.0,67.45283018867924,421.0,404.0,321.0,316.6666666666667,Upward,Upward,Upward,Production,1384.0,1354.0,16.0,4.0,421.0,V1,365.0,188256.0,2021-03-18,2025-11-05,Cancelled,Pending,6.0,1.0,Low,Daily,2024-12-23,81.0,1.0,False,3.0,3.0,0.0,10.583941605839415,4.059747223286098,3.9452679589509696,81.60377358490565,20.0,3.9452679589509696
L002880,C00384,V0010,P00051,25.0,19.0,64.0,582.0,556.0,0.0,0.0,Flat,Flat,Flat,Test,582.0,556.0,26.0,1.0,582.0,"V4,V1,V1,V1",365.0,22875.0,2023-05-29,2024-05-28,Cancelled,Paid,10.0,9.0,High,Daily,2023-11-20,32.0,5.0,False,1.0,3.0,1.0,10.583941605839415,0.4787437763309077,0.43329532497149376,76.0,80.0,0.43329532497149376
L002881,C00384,V0010,P00053,199.0,167.0,57.286432160804026,-381.0,-381.0,188.25,181.0,Upward,Upward,Upward,Production,372.0,343.0,13.0,5.0,-381.0,"V1,V2,V3,V3,V5",90.0,119599.0,2023-12-25,2027-01-16,Expired,Overdue,10.0,6.0,Medium,Weekly,2024-12-31 00:00:00,89.0,3.0,False,1.0,,0.0,10.583941605839415,3.810800459594025,3.8084378563283923,83.91959798994975,100.0,3.8084378563283923
L002882,C00384,V0009,P00048,215.0,180.0,65.58139534883722,996.0,966.0,268.5,274.5,Upward,Upward,Upward,Production,1533.0,1515.0,17.666666666666668,3.0,996.0,"V1,V2",730.0,50310.0,2020-10-20,2023-04-10,Cancelled,Pending,7.0,2.0,High,Monthly,2024-10-26,49.0,1.0,False,2.0,2.0,0.0,10.583941605839415,4.117196476445806,4.104903078677309,83.72093023255815,40.0,4.104903078677309
L002883,C00384,V0009,P00047,,113.0,58.3941605839416,0.0,-30.0,79.0,79.0,Upward,Upward,Upward,Production,237.0,207.0,22.5,4.0,0.0,"V1,V4,V3",30.0,29181.0,2024-05-08,2025-12-31,Cancelled,Paid,10.0,1.0,High,Daily,2024-12-31 00:00:00,82.0,3.0,False,3.0,1.0,,10.583941605839415,2.6235158942933743,2.5769669327251994,82.48175182481752,60.0,2.5769669327251994
L002884,C00384,V0028,,355.0,331.0,71.26760563380282,24.0,12.0,225.25,222.5,Downward,Downward,Downward,Production,925.0,902.0,15.6,5.0,24.0,"V1,V2,V3",365.0,82360.0,2022-06-20,2025-12-07,Expired,Pending,,5.0,Medium,Weekly,2024-12-20,30.0,5.0,True,1.0,2.0,0.0,10.583941605839415,6.798161623898889,7.548460661345496,93.2394366197183,60.0,7.548460661345496
L002885,C00384,V0022,P00111,3.0,2.0,33.33333333333333,1654.0,1639.0,0.0,0.0,Flat,Flat,Flat,Production,1654.0,1639.0,15.0,1.0,1654.0,V1,730.0,2934.0,2020-06-21,2021-06-21,Active,Overdue,1.0,4.0,Medium,Monthly,2023-08-03,71.0,3.0,False,3.0,1.0,0.0,10.583941605839415,0.057449253159708925,0.04561003420752566,66.66666666666666,20.0,0.04561003420752566
L002886,C00384,V0022,P00110,243.0,188.0,53.086419753086425,911.0,904.0,197.5,191.75,Upward,,Upward,Development,1701.0,1671.0,15.6,5.0,911.0,V2,730.0,225504.0,2020-05-05,2024-07-03,Cancelled,Pending,9.0,8.0,High,Daily,2024-05-19,53.0,1.0,False,0.0,2.0,1.0,10.583941605839415,4.653389505936422,4.287343215507412,77.36625514403292,20.0,4.287343215507412
L002887,,V0022,P00112,86.0,77.0,67.44186046511628,481.0,463.0,184.5,179.5,Downward,Downward,Downward,Development,850.0,822.0,23.333333333333332,3.0,481.0,"V5,V2,V2",,1720.0,2022-09-03,2023-10-07,Cancelled,Overdue,5.0,4.0,Low,Weekly,2024-07-13,35.0,3.0,False,2.0,1.0,1.0,10.583941605839415,1.6468785905783225,1.7559863169897376,89.53488372093024,60.0,1.7559863169897376
L002888,C00385,V0043,P00234,249.0,217.0,66.66666666666666,-662.0,-673.0,173.75,171.25,Downward,Downward,Downward,Production,33.0,12.0,11.0,5.0,-662.0,V1,90.0,209160.0,2024-11-28,2027-10-24,Expired,Pending,5.0,8.0,Low,,2024-12-31 00:00:00,74.0,2.0,False,2.0,1.0,0.0,1.4598540145985401,40.55374592833876,42.80078895463511,87.14859437751004,20.0,42.80078895463511
L002889,C00385,V0043,P00233,177.0,145.0,62.14689265536724,-610.0,-626.0,230.66666666666666,226.66666666666666,Downward,Upward,Upward,Development,82.0,54.0,14.5,4.0,-610.0,V1,365.0,,2024-10-10,2027-09-02,Active,Pending,5.0,9.0,High,Monthly,2024-12-31 00:00:00,61.0,1.0,True,3.0,0.0,0.0,1.4598540145985401,28.82736156351792,28.59960552268245,81.92090395480226,20.0,28.59960552268245
L002890,C00385,V0008,P00039,44.0,31.0,61.36363636363637,1803.0,1781.0,0.0,0.0,Flat,Flat,Flat,Production,1803.0,1781.0,22.0,1.0,1803.0,"V3,V4",730.0,1320.0,2020-01-24,2021-01-23,Expired,Overdue,4.0,9.0,Low,Weekly,2022-07-01,25.0,1.0,False,0.0,0.0,0.0,1.4598540145985401,7.166123778501629,6.11439842209073,70.45454545454545,40.0,6.11439842209073
L002891,C00385,V0008,P00038,144.0,114.0,56.25,284.0,264.0,118.25,116.75,Upward,Upward,Upward,Production,757.0,731.0,20.0,5.0,284.0,,30.0,23904.0,2022-12-05,2024-04-21,Active,Overdue,1.0,5.0,High,Weekly,2024-05-26,99.0,5.0,True,3.0,2.0,,1.4598540145985401,23.452768729641694,22.485207100591715,79.16666666666666,40.0,22.485207100591715
L002892,C00386,V0028,P00140,247.0,220.0,70.8502024291498,472.0,448.0,203.0,203.75,Downward,Downward,Downward,Production,1284.0,1263.0,16.4,5.0,472.0,V1,90.0,101270.0,2021-06-26,2023-12-15,Expired,Overdue,8.0,4.0,Low,Monthly,2024-03-24,50.0,0.0,True,1.0,,0.0,1.824817518248175,17.60513186029936,18.425460636515915,89.06882591093117,20.0,18.425460636515915
L002893,C00386,V0028,P00141,318.0,287.0,65.09433962264151,-789.0,-812.0,228.75,229.5,Upward,Upward,Upward,Production,126.0,106.0,14.8,5.0,-789.0,"V2,V1",365.0,73776.0,2024-08-27,2028-02-28,Active,Overdue,10.0,5.0,Medium,Daily,2024-12-31 00:00:00,32.0,5.0,True,3.0,0.0,0.0,1.824817518248175,22.665716322166784,24.036850921273032,90.25157232704403,40.0,24.036850921273032
L002894,C00386,V0028,P00139,231.0,180.0,61.471861471861466,864.0,835.0,138.33333333333334,140.0,Upward,Upward,Upward,Test,1279.0,1255.0,15.75,4.0,864.0,V3,90.0,100485.0,2021-07-01,2023-08-20,Active,Paid,3.0,9.0,Low,Daily,2024-12-27,45.0,1.0,True,3.0,1.0,1.0,1.824817518248175,16.46471846044191,15.07537688442211,77.92207792207793,20.0,15.07537688442211
,C00386,V0034,P00165,224.0,195.0,58.48214285714286,-135.0,-161.0,316.0,319.3333333333333,Downward,Downward,Downward,Test,813.0,797.0,19.0,4.0,-135.0,V2,365.0,150304.0,2022-10-10,2025-08-13,Cancelled,Overdue,8.0,5.0,Medium,Monthly,2024-12-31 00:00:00,68.0,2.0,True,3.0,1.0,1.0,1.824817518248175,15.965787598004278,16.331658291457288,87.05357142857143,20.0,16.331658291457288
L002896,C00386,V0042,P00232,383.0,312.0,63.70757180156657,-989.0,-1010.0,262.5,265.75,Flat,Downward,Downward,Production,61.0,53.0,13.0,5.0,-989.0,"V1,V1,V4,V4",90.0,274611.0,2024-10-31,2029-09-15,Active,Overdue,7.0,3.0,High,Weekly,2024-12-31 00:00:00,47.0,5.0,False,0.0,2.0,1.0,1.824817518248175,27.29864575908767,26.13065326633166,81.4621409921671,80.0,26.13065326633166
L002897,C00387,V0004,P00023,90.0,77.0,70.0,1459.0,1438.0,0.0,0.0,Flat,Flat,Flat,Production,1459.0,1438.0,21.0,1.0,1459.0,V1,90.0,80460.0,2021-01-02,2024-01-02,Active,Overdue,,2.0,High,Daily,2024-06-17,80.0,1.0,False,3.0,2.0,1.0,10.218978102189782,1.9723865877712032,2.0026007802340704,85.55555555555556,20.0,2.0026007802340704
L002898,C00387,V0005,P00024,233.0,214.0,74.2489270386266,,-14.0,165.5,168.0,Upward,Upward,Upward,Production,660.0,658.0,11.8,5.0,-2.0,V4,365.0,215525.0,2023-03-12,2026-01-02,Expired,Paid,7.0,7.0,Medium,Daily,2024-12-31 00:00:00,38.0,3.0,True,3.0,3.0,,10.218978102189782,5.106289721674337,5.565669700910273,91.84549356223177,20.0,5.565669700910273
L002899,C00387,V0019,P00097,80.0,66.0,61.25000000000001,-345.0,-365.0,231.5,239.5,Downward,Downward,Downward,Development,118.0,114.0,13.0,3.0,-345.0,"V2,V1,V2",90.0,40960.0,2024-09-04,2026-03-11,Cancelled,Paid,6.0,10.0,Medium,Monthly,2024-12-31 00:00:00,84.0,3.0,True,2.0,0.0,0.0,10.218978102189782,1.7532325224632919,1.7165149544863458,82.5,60.0,1.7165149544863458
L002900,C00387,V0019,P00096,108.0,89.0,59.25925925925925,-597.0,-617.0,310.0,309.5,Upward,Upward,Upward,Development,23.0,2.0,13.666666666666666,3.0,-597.0,V3,365.0,78732.0,2024-12-08,2027-08-20,Cancelled,Paid,8.0,6.0,Medium,Weekly,2024-12-31 00:00:00,82.0,2.0,False,2.0,0.0,0.0,10.218978102189782,2.366863905325444,2.314694408322497,82.4074074074074,20.0,2.314694408322497
L002901,C00387,V0039,P00216,234.0,202.0,60.68376068376068,550.0,544.0,107.0,103.0,Downward,Downward,Downward,Development,978.0,956.0,14.4,5.0,,V1,365.0,145314.0,2022-04-28,2023-07-30,Active,Pending,3.0,10.0,Low,Daily,2024-11-10,52.0,4.0,True,1.0,3.0,0.0,10.218978102189782,5.128205128205128,5.253576072821846,86.32478632478633,20.0,5.253576072821846
L002902,C00387,V0039,P00218,117.0,98.0,59.82905982905983,701.0,697.0,212.5,213.0,Downward,Downward,Downward,Test,1126.0,1123.0,6.333333333333333,3.0,701.0,V1,730.0,91962.0,2021-12-01,2025-01-29,Active,Pending,7.0,2.0,Medium,Daily,2024-02-23,57.0,3.0,True,1.0,0.0,0.0,10.218978102189782,2.564102564102564,2.548764629388817,83.76068376068376,20.0,2.548764629388817
L002903,C00387,V0029,P00143,184.0,164.0,58.69565217391305,687.0,682.0,105.66666666666667,102.33333333333333,Upward,Upward,Upward,Production,1004.0,989.0,5.0,4.0,687.0,V1,365.0,77648.0,2022-04-02,2024-02-13,Active,Paid,7.0,7.0,Low,Monthly,2023-11-05,41.0,5.0,True,3.0,0.0,0.0,10.218978102189782,4.032434801665571,4.265279583875162,89.13043478260869,20.0,4.265279583875162
L002904,C00387,V0029,P00142,361.0,293.0,59.556786703601105,907.0,891.0,174.25,178.0,,Downward,Downward,Development,1604.0,1603.0,14.6,5.0,907.0,V1,30.0,106495.0,2020-08-10,2023-07-08,Expired,Pending,8.0,10.0,High,Weekly,2024-03-13,26.0,5.0,True,0.0,0.0,1.0,10.218978102189782,7.911461757615604,7.6202860858257475,81.16343490304709,20.0,7.6202860858257475
L002905,C00387,V0024,P00120,98.0,91.0,70.40816326530613,61.0,,389.0,,Downward,Downward,Downward,Test,450.0,449.0,14.5,2.0,61.0,"V2,V2",365.0,69286.0,2023-10-08,2025-10-31,Expired,Pending,10.0,3.0,High,Daily,2024-12-08,88.0,1.0,False,1.0,2.0,0.0,10.218978102189782,2.1477098400175323,2.366710013003901,92.85714285714286,40.0,2.366710013003901
L002906,C00387,V0024,P00119,161.0,143.0,69.56521739130434,-828.0,-858.0,241.75,249.0,Upward,Upward,Upward,Production,139.0,138.0,19.0,5.0,-828.0,V2,30.0,83237.0,2024-08-14,2029-04-07,Expired,Overdue,6.0,2.0,High,Daily,2024-12-31 00:00:00,56.0,4.0,False,0.0,0.0,1.0,10.218978102189782,3.528380451457375,3.7191157347204165,88.81987577639751,20.0,3.7191157347204165
L002907,C00387,V0024,P00121,,131.0,67.33333333333333,481.0,464.0,107.0,113.0,Upward,Upward,Upward,Production,588.0,577.0,14.0,2.0,481.0,V1,365.0,68700.0,2023-05-23,2023-12-06,Active,Overdue,2.0,5.0,Medium,Weekly,2024-04-04,51.0,4.0,True,3.0,1.0,1.0,10.218978102189782,3.2873109796186717,3.40702210663199,87.33333333333333,20.0,
L002908,C00387,V0028,P00139,246.0,195.0,61.382113821138205,1197.0,1186.0,280.0,282.0,Upward,Downward,Downward,Test,1757.0,1750.0,10.0,3.0,1197.0,"V1,V1,V1",30.0,107010.0,2020-03-10,2022-09-21,Expired,Pending,9.0,4.0,High,Weekly,2024-04-29,43.0,0.0,True,3.0,1.0,1.0,10.218978102189782,5.391190006574622,5.071521456436931,79.26829268292683,60.0,5.071521456436931
L002909,C00387,V0028,P00140,127.0,100.0,68.50393700787401,1374.0,1362.0,78.0,71.0,Downward,Downward,Downward,Development,1452.0,1433.0,15.5,2.0,1374.0,"V3,V1,V4,V4",,52070.0,2021-01-09,2022-03-28,Expired,Overdue,0.0,3.0,Low,Weekly,2023-06-29,36.0,4.0,True,0.0,2.0,0.0,10.218978102189782,2.7832566294104755,2.600780234070221,78.74015748031496,80.0,2.600780234070221
L002910,,V0040,P00221,160.0,136.0,56.875,1032.0,1002.0,220.0,231.5,Downward,Downward,,Development,1472.0,1465.0,15.666666666666666,3.0,1032.0,"V3,V4,V4",365.0,51200.0,2020-12-20,2024-03-04,Expired,Pending,1.0,8.0,Low,Daily,2024-04-06,22.0,2.0,True,1.0,1.0,0.0,10.218978102189782,3.5064650449265837,3.537061118335501,85.0,60.0,3.537061118335501
L002911,C00387,V0020,P00098,287.0,229.0,55.749128919860624,538.0,527.0,158.0,153.33333333333334,Upward,Downward,Downward,Production,1012.0,987.0,,4.0,538.0,,30.0,203770.0,2022-03-25,2025-07-11,Active,Paid,4.0,6.0,High,Weekly,2024-09-04,46.0,5.0,True,3.0,2.0,0.0,10.218978102189782,6.289721674337059,5.955786736020807,79.79094076655052,40.0,5.955786736020807
L002912,C00387,V0020,P00099,25.0,19.0,52.0,744.0,726.0,270.0,280.0,Upward,Upward,Upward,Development,1014.0,1006.0,13.0,2.0,744.0,,1095.0,2475.0,2022-03-23,2023-12-18,Active,Overdue,0.0,10.0,Medium,Weekly,2023-07-16,56.0,0.0,False,0.0,3.0,0.0,10.218978102189782,0.5478851632697787,0.494148244473342,76.0,60.0,0.494148244473342
L002913,C00387,V0020,P00101,34.0,23.0,44.11764705882353,1601.0,1571.0,0.0,0.0,Flat,Flat,Flat,Production,1601.0,1571.0,30.0,1.0,1601.0,V2,1095.0,26826.0,2020-08-13,,Active,Overdue,1.0,3.0,High,Weekly,2022-09-09,40.0,0.0,False,0.0,0.0,0.0,10.218978102189782,0.745123822046899,0.5981794538361509,67.64705882352942,20.0,0.5981794538361509
L002914,C00387,V0018,P00094,225.0,184.0,59.111111111111114,1264.0,1239.0,107.66666666666667,107.66666666666667,Downward,Downward,Downward,Development,1587.0,1562.0,19.25,4.0,1264.0,V3,730.0,26325.0,2020-08-27,2021-10-14,Cancelled,Pending,4.0,1.0,Medium,Weekly,2023-10-25,24.0,5.0,True,3.0,0.0,0.0,10.218978102189782,4.930966469428008,4.785435630689207,81.77777777777779,20.0,4.785435630689207
L002915,C00387,V0018,P00092,90.0,67.0,57.77777777777777,90.0,60.0,179.0,191.0,Downward,Downward,Downward,Test,269.0,251.0,24.0,2.0,90.0,V2,365.0,27900.0,2024-04-06,2025-10-02,Cancelled,Pending,8.0,3.0,Low,Weekly,2024-11-22,32.0,5.0,False,0.0,1.0,0.0,,1.9723865877712032,1.742522756827048,74.44444444444444,20.0,1.742522756827048
L002916,C00387,V0006,P00030,247.0,202.0,60.32388663967612,272.0,265.0,235.66666666666666,236.33333333333334,Downward,Downward,Downward,Production,979.0,974.0,9.0,4.0,272.0,"V3,V2,V4",365.0,6916.0,2022-04-27,2025-04-03,Cancelled,Pending,7.0,10.0,High,Weekly,2024-12-28,71.0,1.0,False,0.0,3.0,0.0,10.218978102189782,5.413105413105413,5.253576072821846,81.78137651821862,60.0,5.253576072821846
L002917,C00387,V0006,P00029,125.0,118.0,68.0,671.0,646.0,289.0,296.0,Downward,Downward,Downward,Production,1249.0,1238.0,12.333333333333334,,671.0,"V2,V4,V5",30.0,105625.0,2021-07-31,2023-05-30,Active,Paid,10.0,2.0,Low,Monthly,2023-12-23,35.0,1.0,False,2.0,1.0,1.0,10.218978102189782,2.739425816348893,3.0689206762028607,94.39999999999999,60.0,3.0689206762028607
L002918,C00387,V0010,P00052,258.0,215.0,63.17829457364341,333.0,316.0,266.75,,Downward,Downward,Downward,Production,1400.0,1392.0,17.4,5.0,333.0,V3,365.0,249228.0,2021-03-02,2024-05-02,Expired,Paid,10.0,4.0,Medium,Monthly,2024-08-07,73.0,4.0,True,3.0,1.0,1.0,10.218978102189782,5.654174884944116,5.591677503250976,83.33333333333334,20.0,5.591677503250976
L002919,C00387,V0010,P00053,240.0,207.0,62.5,429.0,422.0,186.66666666666666,187.33333333333334,Downward,Downward,Downward,Test,989.0,984.0,13.0,4.0,429.0,"V3,V3,V5",365.0,144240.0,2022-04-17,2024-10-28,Active,Pending,6.0,5.0,Low,Daily,2024-10-18,33.0,0.0,False,,1.0,1.0,10.218978102189782,5.259697567389876,5.383615084525357,86.25,60.0,5.383615084525357
L002920,C00387,V0017,P00089,67.0,64.0,68.65671641791045,570.0,559.0,0.0,0.0,Flat,Flat,Flat,Development,570.0,559.0,11.0,1.0,570.0,"V2,V1",,49379.0,2023-06-10,2023-09-08,Cancelled,Overdue,6.0,1.0,High,Daily,2023-09-29,56.0,2.0,True,0.0,2.0,0.0,10.218978102189782,1.4683322375630068,1.6644993498049414,95.52238805970148,40.0,1.6644993498049414
L002921,C00387,V0017,P00088,172.0,154.0,65.69767441860465,-538.0,-566.0,185.75,185.25,Upward,Upward,Upward,Production,205.0,175.0,23.4,5.0,-538.0,"V1,V2",365.0,63812.0,2024-06-09,2027-06-22,Active,Pending,2.0,10.0,Low,Weekly,,46.0,1.0,True,3.0,3.0,0.0,10.218978102189782,3.7694499232960768,4.005201560468141,89.53488372093024,40.0,4.005201560468141
L002922,C00387,V0017,P00087,140.0,112.0,47.85714285714286,510.0,495.0,93.0,105.0,Upward,Upward,Upward,Development,603.0,600.0,9.0,2.0,510.0,"V1,V1",30.0,11200.0,2023-05-08,2024-08-08,Expired,Pending,1.0,4.0,High,Daily,2024-01-29,74.0,1.0,True,2.0,2.0,1.0,10.218978102189782,3.0681569143107605,2.9128738621586474,80.0,40.0,2.9128738621586474
,C00387,V0011,P00057,186.0,153.0,66.12903225806451,23.0,-5.0,222.33333333333334,229.0,Downward,Downward,Downward,Production,690.0,682.0,15.5,4.0,23.0,"V2,V1,V1,V4",730.0,22692.0,2023-02-10,2026-12-08,Cancelled,Overdue,0.0,2.0,High,Monthly,2024-12-31 00:00:00,73.0,1.0,True,3.0,0.0,0.0,10.218978102189782,4.076265614727153,3.979193758127438,82.25806451612904,80.0,3.979193758127438
L002924,C00387,V0011,P00059,118.0,99.0,61.86440677966102,435.0,423.0,354.0,349.0,Downward,Upward,Downward,Production,789.0,772.0,14.5,2.0,435.0,"V4,V4,V4",365.0,108678.0,2022-11-03,2024-10-22,Cancelled,Overdue,7.0,4.0,Medium,Weekly,2024-05-15,76.0,5.0,True,1.0,2.0,0.0,10.218978102189782,2.586017970633355,2.574772431729519,83.89830508474576,60.0,2.574772431729519
L002925,C00388,V0050,P00273,190.0,141.0,53.1578947368421,-377.0,-406.0,199.0,203.33333333333334,Upward,Upward,Upward,Production,220.0,204.0,23.25,4.0,-377.0,"V1,V1",365.0,16910.0,2024-05-25,2026-04-12,Cancelled,Paid,5.0,7.0,Low,Monthly,2024-12-31 00:00:00,26.0,1.0,True,2.0,0.0,0.0,2.18978102189781,15.32258064516129,14.417177914110429,74.21052631578947,40.0,14.417177914110429
L002926,C00388,V0050,P00272,232.0,191.0,56.46551724137932,672.0,649.0,91.0,90.5,Upward,Downward,Downward,,854.0,830.0,23.666666666666668,3.0,672.0,"V3,V3",365.0,20880.0,2022-08-30,2023-05-29,Cancelled,Pending,4.0,,Low,Weekly,2024-07-10,94.0,5.0,True,0.0,0.0,0.0,2.18978102189781,18.70967741935484,19.529652351738243,82.32758620689656,40.0,19.529652351738243
L002927,C00388,V0050,P00271,229.0,163.0,50.65502183406113,-954.0,-963.0,271.25,267.75,,,Upward,Development,131.0,108.0,13.2,5.0,-954.0,"V3,V3,V4,V1",90.0,202207.0,2024-08-22,2028-08-11,Expired,Overdue,2.0,9.0,Low,Daily,2024-12-31 00:00:00,76.0,0.0,True,1.0,1.0,1.0,2.18978102189781,18.467741935483872,16.666666666666664,71.17903930131004,80.0,16.666666666666664
L002928,C00388,V0007,P00032,277.0,243.0,64.25992779783394,-247.0,-249.0,248.66666666666666,242.33333333333334,Downward,Downward,Downward,Production,499.0,478.0,14.5,4.0,-247.0,"V1,V3,V1",90.0,183374.0,2023-08-20,2026-09-04,Cancelled,Paid,4.0,9.0,High,Monthly,2024-12-31 00:00:00,86.0,0.0,False,0.0,0.0,1.0,2.18978102189781,22.338709677419356,24.846625766871167,87.72563176895306,60.0,24.846625766871167
L002929,C00388,V0007,P00033,141.0,113.0,59.57446808510638,1206.0,1202.0,189.5,180.0,Upward,Upward,Upward,Production,1585.0,1562.0,17.0,3.0,1206.0,"V4,V3,V2,V3",365.0,37647.0,2020-08-29,2021-12-11,Expired,Paid,3.0,9.0,Low,Monthly,2022-09-29,22.0,3.0,True,0.0,3.0,0.0,2.18978102189781,11.370967741935484,11.554192229038856,80.1418439716312,80.0,11.554192229038856
L002930,C00388,V0007,P00034,171.0,127.0,50.877192982456144,923.0,916.0,372.0,,Downward,Downward,Upward,Production,1667.0,1640.0,14.333333333333334,3.0,923.0,"V2,V2",90.0,62073.0,2020-06-08,2022-07-22,Active,Overdue,2.0,8.0,Low,Daily,2024-04-19,97.0,0.0,True,0.0,3.0,,2.18978102189781,13.790322580645162,12.985685071574643,74.26900584795322,40.0,12.985685071574643
L002931,C00389,V0032,P00156,199.0,185.0,63.31658291457286,-250.0,-258.0,227.0,228.75,Downward,Downward,Downward,Production,658.0,657.0,7.0,5.0,-250.0,"V4,V3",365.0,141688.0,2023-03-14,2025-12-06,Active,Pending,9.0,9.0,Medium,Daily,2024-12-31 00:00:00,50.0,5.0,True,0.0,0.0,0.0,0.36496350364963503,100.0,100.0,92.96482412060301,40.0,100.0
L002932,C00390,V0018,P00094,153.0,131.0,55.55555555555556,385.0,385.0,268.0,245.0,Downward,Upward,Upward,Production,653.0,630.0,,2.0,385.0,V1,730.0,17901.0,2023-03-19,2024-12-11,Active,Overdue,1.0,8.0,High,Weekly,2024-02-10,71.0,1.0,True,1.0,2.0,1.0,1.094890510948905,76.88442211055276,79.39393939393939,85.62091503267973,20.0,79.39393939393939
L002933,C00390,V0018,P00091,10.0,7.0,40.0,135.0,135.0,0.0,0.0,Flat,Flat,Flat,Test,135.0,135.0,0.0,1.0,135.0,"V4,V1",365.0,3440.0,2024-08-18,2025-08-18,Active,Pending,3.0,3.0,Medium,Monthly,2024-09-06,92.0,3.0,True,3.0,1.0,0.0,1.094890510948905,5.025125628140704,4.242424242424243,70.0,40.0,4.242424242424243
L002934,C00390,V0018,P00093,36.0,27.0,61.111111111111114,1455.0,1443.0,353.0,,Upward,Upward,Upward,Development,1808.0,1797.0,11.5,2.0,1455.0,V1,90.0,13356.0,2020-01-19,2021-02-05,Cancelled,Paid,4.0,4.0,High,Daily,2021-02-13,89.0,4.0,True,3.0,0.0,1.0,1.094890510948905,18.090452261306535,16.363636363636363,75.0,20.0,16.363636363636363
L002935,C00391,V0046,P00259,223.0,204.0,57.399103139013455,1199.0,1171.0,212.5,212.0,Upward,Upward,Upward,Production,1624.0,1595.0,24.333333333333332,3.0,1199.0,"V1,V2",90.0,148741.0,2020-07-21,,Expired,Overdue,1.0,1.0,High,Weekly,2023-06-21,29.0,4.0,,2.0,2.0,0.0,1.824817518248175,17.57289204097715,19.786614936954415,91.4798206278027,40.0,19.786614936954415
L002936,C00391,V0046,P00260,162.0,127.0,69.75308641975309,438.0,408.0,107.5,119.5,,Upward,Upward,Production,653.0,647.0,20.333333333333332,3.0,438.0,"V3,V3,V1",365.0,38394.0,2023-03-19,2024-10-19,Cancelled,Pending,5.0,1.0,High,Daily,2024-06-27,35.0,1.0,True,1.0,0.0,1.0,1.824817518248175,12.76595744680851,12.318137730358874,78.39506172839506,60.0,12.318137730358874
,C00391,V0019,P00096,291.0,225.0,61.16838487972509,-88.0,-89.0,114.5,112.5,Upward,Upward,Upward,Production,370.0,361.0,15.0,5.0,-88.0,"V5,V3,V1",365.0,212139.0,2023-12-27,2026-03-29,Active,Paid,6.0,9.0,Low,Monthly,2024-12-31 00:00:00,61.0,4.0,False,0.0,3.0,0.0,1.824817518248175,22.93144208037825,21.823472356935014,77.31958762886599,60.0,21.823472356935014
L002938,C00391,V0019,P00097,398.0,324.0,64.07035175879398,799.0,770.0,196.0,199.75,Downward,Downward,Downward,Development,1583.0,1569.0,22.0,5.0,799.0,"V3,V4",30.0,203776.0,2020-08-31,2023-10-24,Cancelled,Overdue,8.0,10.0,Low,Weekly,2023-11-27,96.0,0.0,False,1.0,1.0,1.0,1.824817518248175,31.36327817178881,31.42580019398642,81.4070351758794,40.0,
L002939,C00391,V0031,P00149,195.0,151.0,46.15384615384615,74.0,69.0,201.0,194.66666666666666,Downward,Downward,Downward,Development,677.0,653.0,11.25,4.0,74.0,"V1,V1,V1",365.0,167895.0,2023-02-23,2025-10-18,Active,Pending,10.0,2.0,High,Monthly,2024-12-24,52.0,2.0,True,1.0,2.0,1.0,1.824817518248175,15.36643026004728,14.645974781765275,77.43589743589745,60.0,14.645974781765275
